external_id,title,project_lead_name,co_researchers,institution,province,country,competition_year,award_amount,program,program_type,theme,research_subject,keywords,abstract,duration,source_url
171603,Keeping Gay and Bisexual Men Safe: A History of HIV Prevention Work in Toronto,Green  Adam,"Green, Adam",University of Toronto,Ontario,Canada,200809,290918.0,Operating Grant,Operating Grants,Health systems / services,Health Services and Policy Research,Hiv Prevention; Msm; Sexual Health; Social History,"HIV prevention work for men who have sex with men (MSM) represents a front-line institutional response to the HIV/AIDS epidemic, but one that is highly contested and complex in its organization, substance and execution.  This study provides a social history of MSM HIV prevention work in Toronto--a city with the highest concentration of HIV infected MSM and one of the most well-developed outreach and prevention programs in Canada.  The study will focus on the institutional processes that underpin front-line HIV prevention outreach and service organizations, including: 1)  How have MSM HIV prevention programs executed prevention services over  time and what has been their relationship to each other and to the state?

2) What expert epidemiological, social scientific and local folk knowledges regarding HIV have emerged over the past 25 years and how have they been  translated to prevention work?

3) What impact have external stakeholders, including federal and provincial funders and non-state actors such as the media and ethnic based community leaders, had on the form and substance of prevention work?

4) How has the target MSM subject been constructed in discourse and how has it changed over time? 

Through interviews with past and present service providers, organizational leaders and policy makers, along with archival research and analysis of prevention materials and organizational documents and minutes, the study will examine the history in which key AIDS Service Organizations (ASO) and ethnocultural community based organizations contested, coordinated and transformed HIV prevention for the MSM population of Toronto.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171603&lang=en
171606,Induction of death by fratricide as a mechanism of persistence of biofilm infections,Levesque  Celine M,"Levesque, Celine M",University of Toronto,Ontario,Canada,200809,520899.0,Operating Grant,Operating Grants,Biomedical,Musculoskeletal Health and Arthritis,Bacteriocin; Biofilm Infections; Peptide Pheromone; Programmed Cell Death; Signal Transduction System; Streptococci,"Microbiologists have traditionally focused on free-floating bacteria growing in laboratory cultures; yet they have recently come to realize that in the natural world more than 99% of all bacteria live in biofilm communities. As a result, biofilm research is now one of the hottest topics in microbiology. More than 80% of all bacterial infections (i.e. cystic fibrosis, otitis media, endocarditis, necrotizing fasciitis, dental caries, periodontal diseases) have biofilms as an integral part of their pathogenesis. Of importance with respect to medicine, biofilms are more resistant to antibiotics. It is thus essential to learn the mechanisms that promote their resistance to develop novel strategies to treat biofilm infections. The originality and innovation of my research program lie in investigating microbial self-destruction as an effective anti-biofilm strategy. My research program is driven by the fundamental question of the role of genetically encoded bacterial cell death pathways and persistence of biofilm infections. From an applied perspective, the results of my research may lead to the development of novel strategies to control and exploit the biofilm phenomenon in medicine. Because of its scope and application-oriented, my research has the potential to yield major health benefits and contribute to the development of cost-effective treatments for biofilm infections.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171606&lang=en
171609,The impact of co-morbidity on cognition and behaviour in adults and children with Gilles de la Tourette syndrome,O'Connor  Kieron P,"O'Connor, Kieron P; Lavoie, Marc E",Centre de recherche Institut universitaire en sant&eacute; mentale de Montr&eacute;al,Qu&eacute;bec,Canada,200809,442622.0,Operating Grant,Operating Grants,Clinical,"Neurosciences, Mental Health and Addiction",Chronic Tic Disorder; Cognitive-Behavioral Therapy; Gilles De La Tourette Syndrome; Motor Processing; Obsessive-Compulsive Disorder; Psychophysiology,"Although Gilles de la Tourette syndrome (TS) is characterized by tics and diagnosed by the presence of tics, it is frequently accompanied by other behavioral problems such as obsessional compulsions and hyperactivity. These associated problems, termed comorbities, differ in children and adults and can be extremely disruptive to treatment response.
     Our research aims in this current grant demand, in continuity with our previous research, address the impact of comorbidity on the clinical status of TS. In a previous CIHR funded project we focused on the impact of TS with and without OCD as a comorbid disorder. In the present demand we explore similar questions related to a common but understudied comorbidity, namely hyperactivity. We examine how both children and adults diagnosed as TS with/without hyperactivity differ in terms of thinking, feeling, physiological responding symptomatology and treatment compliance. 
     A group of 40 adults with TS plus hyperactivity and 40 TS without hyperactivity will be recruited and assessed on neurocognitive function, clinical symptoms, psychosocial and interpersonal/family functioning. All participants will be offered a 14 week cognitive behavioral treatment (CBT) program. A group of 40 children with and without hyperactivity will also be assessed and will receive an adapted version of our empirically validated CBT program. All participants will be retested on all measures post-treatment to monitor treatment response and the impact of treatment on function.
     The results will help us answer clinical questions related to comorbidity such as which problem to treat first and how does treating one comorbid problem impact on other problems. Analyses will compare the impact of hyperactivity on the clinical status in children and adults, so letting us chart the evolution of the problems from child to adulthood, and offer guidelines on dealing with the impact of comorbidity on treatment outcome in different age groups.",4 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171609&lang=en
171615,Insights into the molecular mechanism of rhomboid intramembrane peptidases,Lemieux  Joanne M,"Lemieux, Joanne M",University of Alberta,Alberta,Canada,200809,658665.0,Operating Grant,Operating Grants,Biomedical,Genetics,Enzymology; Intramembrane Peptidase; Membrane Protein Biochemistry; Saxs; X-Ray Crystallography,"The membrane bilayer provides a partition between intracellular and extracellular compartments of organelles and cells. Membrane proteases have evolved to allow transfer of information across this partition. Rhomboid intramembrane proteases (named for a Drosophila mutant phenotype) are enzymes located within the lipid bilayer of cells. By cleaving the peptide bond of another membrane protein, they release soluble factors that can act in signalling events. They are novel in that the enzyme carries out its function in the lipid environment as opposed to the intracellular compartments with traditional well-characterized soluble proteases. 

Rhomboid proteases are found in all living organisms. They play diverse roles in signalling. In bacterial systems, they assist in regulating cell populations and therefore are important regulators of infection. Rhomboids play a role in human malaria by facilitating parasite invasion. In human cells, rhomboid assists in preventing cell death. Defects in rhomboid proteases are associated with autosomal dominant hereditary blindness, Type II diabetes, and epithelial cancers such as those associated with the breast, head and neck.

Using structural techniques such as X-ray crystallography, cryo-electron microscopy, solution small angle scattering along with traditional biochemistry, we aim to uncover the important details of this novel protease family with diverse yet significant functions in human disease.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171615&lang=en
171620,Insights into the molecular mechanism of rhomboid intramembrane peptidases,Lemieux  Joanne M,"Lemieux, Joanne M",University of Alberta,Alberta,Canada,200809,300000.0,CIHR New Investigator,Salary Programs,Biomedical,Genetics,Enzymology; Intramembrane Peptidase; Membrane Protein Biochemistry; Saxs; X-Ray Crystallography,"The membrane bilayer provides a partition between intracellular and extracellular compartments of organelles and cells. Membrane proteases have evolved to allow transfer of information across this partition. Rhomboid intramembrane proteases (named for a Drosophila mutant phenotype) are enzymes located within the lipid bilayer of cells. By cleaving the peptide bond of another membrane protein, they release soluble factors that can act in signalling events. They are novel in that the enzyme carries out its function in the lipid environment as opposed to the intracellular compartments with traditional well-characterized soluble proteases. 

Rhomboid proteases are found in all living organisms. They play diverse roles in signalling. In bacterial systems, they assist in regulating cell populations and therefore are important regulators of infection. Rhomboids play a role in human malaria by facilitating parasite invasion. In human cells, rhomboid assists in preventing cell death. Defects in rhomboid proteases are associated with autosomal dominant hereditary blindness, Type II diabetes, and epithelial cancers such as those associated with the breast, head and neck.

Using structural techniques such as X-ray crystallography, cryo-electron microscopy, solution small angle scattering along with traditional biochemistry, we aim to uncover the important details of this novel protease family with diverse yet significant functions in human disease.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171620&lang=en
171625,Shaping the euchromatic and heterochromatic landscapes by p400 complex-mediated incorporation of H2A.Z within chromatin,Gaudreau  Luc R,"Gaudreau, Luc R",Universit&eacute; de Sherbrooke,Qu&eacute;bec,Canada,200809,756770.0,Operating Grant,Operating Grants,Biomedical,Genetics,Cancer; Chromatin; Gene Expression; Gene Transcription; Genetics; H2a.Z,"How genes are regulated is a major step in defining differences amongst all living organisms, and improper regulation of genes can also lead to cancer development. There is overwhelming evidence suggesting that regulators of gene expression are involved in cancer development when mutations alter their normal function. Our research group is interested in the study of components that regulate the expression of genes but more so in a global fashion such as to maintain the integrity of the human genome.  It is expected that our research will generate fundamental knowledge as to the implication of chromatin components in cancer progression.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171625&lang=en
171627,Autism Spectrum Disorders: Pathways to Better Outcomes (Phase II),Szatmari  Peter,"Szatmari, Peter; Bryson, Susan E; Fombonne, Eric",McMaster University,Ontario,Canada,200809,1712750.0,Operating Grant,Operating Grants,Clinical,"Human Development, Child and Youth Health",Autism Spectrum Disorders; Developmental Trajectories; Longitudinal Analysis,"The Autism Spectrum Disorders (ASD) include autistic disorder (AD), Asperger syndrome (AS), and PDDNOS and affect roughly 1 in 165 children. Based on prevalence, cost of services, reduced quality of life and outcome, the ASD's represent a major public health problem for Canada and research is urgently needed to develop cost-effective interventions in the middle childhood years. To facilitate that research, it is imperative to understand the different developmental pathways that ASD children follow and to identify predictors of good outcome that can be used to develop new intervention programs.
We have recently finished collecting data on a study of developmental pathways of ASD children from the point of diagnosis until the end of grade 1. In this application (Phase II) we propose to continue the investigation of the developmental pathways of children with ASD and their families by collecting additional information from grade 2 to grade 5 using many of the same measures but also some new ones as well. Our general hypothesis is that in some children, the improvements seen in social and communication competence and family well-being we saw prior to school entry will begin to slow down or decrease as the stresses of school accumulate. Similarly, clinically significant problems in mental health will begin to increase. We also wish to obtain baseline estimates of school achievement and adaptation so that we can start to chart this outcome into adolescence and eventually adulthood. 
Parents of children with ASD are desperate to know their child's future and what they can do to maximize the chances of a good outcome. Right now, we can tell them very little about the factors associated with optimal outcomes. This project was designed to fill important evidence gaps on the developmental pathways of children with ASD and to help clinicians, parents and policy makers understand the unique needs of this population of vulnerable children.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171627&lang=en
171629,Molecular mechanisms of T cell tolerance by dendritic cells in type 1 diabetes,Amrani  Abdelaziz,"Amrani, Abdelaziz",Universit&eacute; de Sherbrooke,Qu&eacute;bec,Canada,200809,386892.0,Operating Grant,Operating Grants,Biomedical,Infection and Immunity,Dendritic Cells; Flow Cytometry; Immunohistochemistry; T Helper And Tregs; Type 1 Diabetes; Western Blot,"Specialized cells of the immune system, T lymphocytes, have been trained to discriminate between harmless proteins of our own tissues, self-proteins, and dangerous proteins from pathogen agents. This discrimination process establishes that our own proteins pose no threat to the body; essentially we become 'tolerant' of self-proteins. One of the ways in which self-tolerance is maintained relies on the presence of a distinct population of T lymphocytes whose primary role is to prevent responses to self-tissues, the regulatory T cells. The regulatory T cells patrol the immune system and hold in check any T lymphocyte that might try to attack self-proteins (autoreactive T lymphocyte). This regulation is very important in preventing autoimmune diseases such as type 1 diabetes. In type 1 diabetes, insulin-producing cells, pancreatic islet beta cells, are killed by autoreactive T lymphocytes. It has been reported that regulatory T cells are potent at blocking diabetes development and generated with special stimulatory cells called dendritic cells. We used non-obese diabetic (NOD), a mouse model that spontaneously develops type 1 diabetes which in many respects closely resembles the human disease, and found that treatment with growth factor termed GM-CSF (Granulocytes macrophage-Colony Stimulating Factor) protects from diabetes. This protection from diabetes was associated with increased number of a population of dendritic cells that produced less inflammatory molecules and promote expansion of regulatory T cells. We also found that this population of dendritic cells was required for the protection from diabetes. The current proposal seeks to study in great detail molecular mechanisms that regulate the DCs work and what signals are needed for DCs to switch on regulatory T cells. A better understanding of DCs functions will help us design drugs that will promote regulatory activity in individuals that are predisposed to autoimmune disease, particularly type 1 diabetes.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171629&lang=en
171638,Neurocognitive and neuroimaging markers of remission in first episode psychosis,Lepage  Martin,"Lepage, Martin; Malla, Ashok K",CIUSSS de l'Ouest-de-l'Ile-de-Montr&eacute;al-Douglas Hospital,Qu&eacute;bec,Canada,200809,639300.0,Operating Grant,Operating Grants,Clinical,"Neurosciences, Mental Health and Addiction",Brain Imaging; Magnetic Resonance Imaging; Neurocognition; Predictors Of Outcome; Prefrontal Cortex; Schizophrenia,"People with a first episode of psychosis exhibit substantial heterogeneity with respect to severity and course over time. In the summer of 2004 and following the award of a CIHR operating grant we initiated a large longitudinal study on neurocognitive and neuroimaging markers of clinical outcome following a first episode of psychosis. The first objective of this study was to characterize from clinical, neurocognitive, and neuroimaging perspectives this cohort of patients at the time of initial presentation. A second objective consisted in the exploration of the predictive value of neurocognitive and neuroimaging measures in determining short-term response to treatment. Response to treatment is only the first step in the journey towards remission and eventual recovery or lack thereof. Therefore, as part of this renewal we propose to pursue this unique longitudinal study involving an already well characterized large FEP patient cohort for understanding predictors of variations in remission and functional recovery. We propose to focus our effort on markers of remission at 1 and 2 years. Considering that we have an extremely well characterized FEP that has been followed already for a significant portion of time, we will extend our follow up by adding a new time point 4 years post baseline.  Identifying the early neurocognitive and neuroimaging markers of full remission on the one hand and the progressive changes that may occur over time in non-remitted patients following a first episode of psychosis may facilitate early identification of patients with poor prognosis and provide data for future development of different biological and psychosocial treatment approaches in the early course of the illness.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171638&lang=en
171643,Basal forebrain regulation of sleep-wake state.,Semba  Kazue,"Semba, Kazue",Dalhousie University (Nova Scotia),Nova Scotia,Canada,200809,721560.0,Operating Grant,Operating Grants,Biomedical,"Neurosciences, Mental Health and Addiction",And C-Fos; Eeg/Emg Recording And Microinfusion In Rats; Glutamtae Microelectrode And Stimulation In Vivo; Immunohistochemistry; In Vitro Electrophysiology; Neurotransmitters And Neuromodulators; Sleep Deprivation; Tracing,"Sleep and wake are fundamental biological processes present in virtually all species of animals. Yet we still do not fully understand what mechanisms regulate sleep/wake states. To address this question, we focus our research on the part of the brain called the basal forebrain. The basal forebrain is known for its critical role in activating the cortex, the part of the brain responsible for ""higher"" brain functions such as perception and planning. Recently, we showed that the basal forebrain also plays an important role in promoting sleep after sleep loss; damage to this region in rodents can impair their ability to compensate for lost sleep. The execution of these functions by the basal forebrain requires appropriate and timely inputs from the rest of the sleep/wake system, and the basal forebrain's ability to monitor and signal sleep need to specific targets. In the proposed research, we will investigate how various types of inputs from the rest of the sleep/wake system modulate the activity of specific basal forebrain cells to induce behavioural and cortical activation. We will also examine how these multiple signals interact and whether there are functional changes in the inputs after sleep deprivation. Finally, we will investigate how basal forebrain cells monitor sleep need and signal to the rest of the brain to initiate compensatory sleep. Towards these goals, we will use polygraphic sleep-wake state recording, infusion of wake-promoting transmitters, a selective neurotoxin, and cellular recordings from brain slices. Understanding sleep-wake regulation can have significant health and economic impact, as inadequate sleep is becoming more common in our society. It is our hope that the research proposed here will ultimately help in the development of better strategies for improving the quality of sleep and for coping with the negative impact of inadequate sleep.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171643&lang=en
171649,The molecular basis for directed outgrowth of pioneer and follower axons in C. elegans,Hutter  Harald,"Hutter, Harald","Simon Fraser University (Burnaby, B.C.)",British Columbia,Canada,200809,664970.0,Operating Grant,Operating Grants,Biomedical,Genetics,Defects In Human Brain Development; Formation Of Neuronal Circuits; Genetics; Neuronal Development,"A large number of mental disorders in humans are suspected to have underlying connectivity problems in the brain, but in most cases the nature of the defect remains to be defined. Connections among neurons are established during embryogenesis. They are made after neuronal processes (axons and dendrites) have navigated precisely towards their target areas where they establish synaptic connections with target cells. The entire process of axonal navigation and synaptic partner selection is only partly understood. The first neurons sending out their processes, called pioneers, provide an initial scaffold, which is used by later outgrowing axons for their navigation. The molecular basis for pioneer-dependent navigation of follower axons is largely unknown. 
In this proposal we plan to continue the molecular characterization of several genes identified in our lab affecting navigation of pioneer and follower axons. We use the nematode C. elegans to characterise the cellular function of these genes. Two of them are members of the cadherin superfamily, which are evolutionary conserved and found in vertebrates as well, so that our work will also shed light on the molecular control of this process in vertebrates and humans. To get a more complete understanding of the entire process we plan to identify additional genes involved through genetic screens.
A detailed understanding of the molecular basis of axonal navigation ultimately will help to understand the basis of a number of neuronal diseases in humans, which have a developmental origin.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171649&lang=en
171662,Primary prevention of asthma:  The impact of the multifaceted intervention program in early life on outcomes in teenagers,Becker  Allan B,"Becker, Allan B; Chan-Yeung, Moira",University of Manitoba,Manitoba,Canada,200809,525702.0,Operating Grant,Operating Grants,Biomedical,Circulatory and Respiratory Health,Allergy; Asthma; Children; Environment; Primary Prevention,"We undertook a multifaceted intervention program during the last trimester of pregnancy and the first twelve months of life in children at high risk for the development of asthma, based on a strong family history.  This intervention during a ""window of opportunity"" in early life had a significant impact in follow-up at 1, 2 and 7 years of age for its ability to decrease asthma.  We ask whether this early life intervention will continue to have impact in children in their teenage years.  We will assess the progress of asthma in this group of children, measure the degree of airway responsiveness and presence of allergy and evaluate the impact of gender differences over time.  We believe that early life and current psychosocial stressors will have impact on the clinical, physiologic, and immune status of these teenagers.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171662&lang=en
171663,An Integrated Approach to Blood Biomarker Discoveries in Chronic Obstructive Pulmonary Disease.,Man  S.F. Paul,"Man, S.F. Paul; Sin, Donald",University of British Columbia,British Columbia,Canada,200809,367795.0,Operating Grant,Operating Grants,Social / Cultural / Environmental / Population Health,Population and Public Health,Community Based Cohort; Copd Biomarkers; Population Base; Translational Research,"Chronic Obstructive Pulmonary Disease is a very common chronic disease with huge societal and personal impact. This study will provide an integrated approach to create a bank of biomarkers (simple blood tests) so that we can identify those who will most likely suffer from this condition, and also ways to monitor drug therapy.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171663&lang=en
171664,Les facteurs biopsychosociaux impliqués dans l'évolution du trouble du sommeil associé au travail de nuit.,Vallieres  Annie,"Vallieres, Annie",Universit&eacute; Laval,Qu&eacute;bec,Canada,200809,240000.0,Operating Grant,Operating Grants,Clinical,"Neurosciences, Mental Health and Addiction",Facteurs Biopsychosociaux; Psychologie De La Santé; Recherches Cliniques Observationnelles; Travail De Nuit; Troubles Du Sommeil,"Selon une étude récente, 14% des travailleurs de nuit et 8% des travailleurs à horaire rotatif souffrent du trouble du sommeil associé à leur horaire de travail. Des conséquences négatives importantes, tant pour le travailleur que pour la société, découlent de ce problème; elles peuvent être associées à l'augmentation du risque de dépression, de morbidité et d'ulcères gastriques ainsi qu'à une augmentation de l'absentéisme et du nombre d'accidents au travail. Ces difficultés de sommeil s'expliquent principalement par le fait que l'horaire de travail amène les travailleurs de nuit à dormir au moment où leur horloge biologique favorise l'éveil. Récemment, il a été suggéré que des facteurs psychologiques, comme la présence de symptômes dépressifs, ou des facteurs sociaux, telle que la satisfaction conjugale, jouent un rôle dans l'évolution de ces difficultés. Alors que plusieurs auteurs soutiennent l'importance de ces facteurs psychosociaux aggravant le dérèglement de l'horloge biologique et augmentant la sévérité du trouble du sommeil, aune étude n'a tenté de les identifier et d'en faire des cibles de traitement. Quelle est l'influence de ces facteurs sur les conséquences négatives du travail de nuit? Y a-t-il une vulnérabilité qui prédispose certaines personnes à développer des difficultés de sommeil lorsqu'elles travaillent de nuit? Y a-t-il des comportements ou des facteurs environnementaux qui favorisent une meilleure adaptation au travail de nuit? Le projet vise à répondre à ces questions en étudiant le sommeil, l'éveil et l'état psychologique du travailleur de nuit à horaire fixe et rotatif avec ou sans difficulté de sommeil. Les résultats de cette étude fourniront de nouvelles informations quant à la compréhension du développement et du maintien des difficultés de sommeil chez cette population nocturne. Le but est de développer des plans de prévention et des interventions efficaces pour aider les travailleurs de nuit à mieux vivre avec leur horaire de travail.",4 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171664&lang=en
171666,The role of human glyceraldehyde-3-phosphate dehydrogenase in reactivating oxidized forms of the DNA repair enzyme APE1,Ramotar  Dindial,"Ramotar, Dindial",CIUSSS Est-de-l'Ile-de- Montr&eacute;al-Maisonneuve Rosemont,Qu&eacute;bec,Canada,200809,355206.0,Operating Grant,Operating Grants,Clinical,Cancer Research,Cell Biology; Dna Repair; Neurological Diseases; Oxidative Dna Damage; Oxidized Proteins; Protein-Protein Interactions,"Project summary:
Reactive oxygen species are highly unstable molecules and are produced, e.g., by mitochondrial respiration and activated
neutrophils. These reactive oxygen species can attack and destroy various cellular macromolecules such as proteins or
enzymes to cause functional inactivation, thereby leading to several human disorders, such as amyotrophic lateral sclerosis,
Down's syndrome, and Alzheimer's disease.
Previous research: (What has been done already?)
We discovered that the protein GAPDH can form an association with the DNA repair enzyme APE1, which functions to
maintain the integrity of the genome. We show that GAPDH converts the inactive form of APE1, that is, the oxidized APE1
caused by reactive oxygen species, to the active form that is needed to repair damaged DNA. Reducing the level of GAPDH
decreased the activity of APE1 and caused the DNA to accumulate lesions. Such lesions if not repaired can initiate the
formation of cancer cells.
Project description: (What is being studied and how the study will be conducted?)
We believe that GAPDH has the ability to maintian the redox state of a key DNA repair enzyme APE1. We plan to show that inactivated APE1 is unable to process in vivo DNA lesions and therefore causes a range of biological consequences. 
Impact and relevance: (How will our studies help?)
We predict that GAPDH may act to protect APE1 protein which is susceptible to reactive oxygen species-induced
structural damage. We believe that this is required in neurodegenerative diseases such that it prevents accumulation of genotoxic lesions that could trigger cell death.  Moreover,
defects in GAPDH function might serve to predict individuals who are at risk of developing cancers",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171666&lang=en
171677,"Somatic and Psychological Symptom Focus in Asian-Canadians: The Role of Cultural and Individual Differences in the Psychopathology, Assessment, and Treatment of Depression",Ryder  Andrew G,"Ryder, Andrew G",Centre for Addiction and Mental Health (Toronto),Ontario,Canada,200809,300000.0,CIHR New Investigator,Salary Programs,Social / Cultural / Environmental / Population Health,"Neurosciences, Mental Health and Addiction",Alexithymia; Culture; Depression; East Asian; Quantitative; Somatization,"East Asians in Canada are often stereotyped as a model minority, with few psychosocial difficulties. The reality is that mental health problems in this population are underestimated and often treated inadequately. This problem has serious implications, both for the health of East Asian Canadians and also for the social and economic well-being of the country.

Recent research in East Asia and Canada has demonstrated that Euro-Canadians are more likely to present psychological symptoms such as depressed mood, whereas East Asians are more likely to present somatic symptoms such as fatigue. As a result, Western-trained clinicians in Canada are more likely to under-diagnose depression, with consequences for treatment and for the prospects of recovery. What is not clear, at present, is why these cultural differences are observed.

This project aspires to go beyond simple descriptions of cultural variation in an effort to unpack the underlying reasons for these different symptom emphases. In particular, these studies will examine the ways in which cultural values, beliefs, and assumptions shape one's focus of thinking - either internally, on one's on thoughts and feelings or externally, on other people and on social groups. Focus of thinking, in turn, is thought to influence the symptoms that depressed individuals focus on and find most distressing.

Understanding the reasons why East Asians and Euro-Canadians tend to emphasize different symptoms while depressed will not only improve the ability of Canadian clinicians to conduct more accurate assessments of depression in East Asians, but will also help us to develop culturally-sensitive therapies. The result will be quicker and more effective intervention, reducing the burden of depression on the patient, the family, and Canadian society as a whole.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171677&lang=en
171685,Deciphering novel roles for the acetyltransferase NuA4 in genome stability.,Baetz  Kristin K,"Baetz, Kristin K",University of Ottawa,Ontario,Canada,200809,334071.0,Operating Grant,Operating Grants,Biomedical,Genetics,Chromosome Stability; Functional Genomics And Genetics; Lysine Acetyltransferase; Proteomics; Septins Organization; Spindle Pole Body And Microtubule Dynamics,"Project Summary: Every time a cell divides, it must accurately distribute one copy of each duplicated chromosome (DNA) to each daughter cell. Errors that cause cells to gain or lose chromosome, chromosome imbalance, is a hallmark of and a likely cause of cancer.  Dr. Baetz's laboratory uses the simple model organism yeast to identify and characterize proteins that are essential for maintaining chromosome balance. 

Previous Research:  The powerful techniques available in yeast has allowed for the Baetz laboratory to systematic assess the role of each yeast gene in chromosome stability.  This lead to the identification of an enzyme complex named NuA4 which when mutated,  resulted in dramatic loss of chromosomes.  

Project Description: The NuA4 complex regulates the functions of ""target"" proteins by the addition of small chemical modification call an ""acetyl"" group.  Presently the ""target"" proteins of NuA4 are largely unknown. In order to begin to understand how NuA4 is regulating chromosome copy numbers, the Baetz laboratory is attempting to identify new targets of NuA4.  Once targets are identified, they will asses if these are the important targets in maintaining chromosome stability. 
 
Impact and Relevance:  The yeast NuA4 complex is remarkably similar to the human NuA4 complex which has been implicated in numerous cancer types.  Therefore, discoveries that the Baetz lab can quickly make in yeast will provide insights into the role human NuA4 plays in cancer progression.  Increasing our knowledge of genes that prevent chromosome imbalance will significantly advance our understanding of cancer and help in the development of effective new treatments for the disease",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171685&lang=en
171692,"A novel pathway of PI(3,4)P2/PI(3,4,5)P3 production initiated by a bacterial phosphatase",Brumell  John H,"Brumell, John H",Hospital for Sick Children (Toronto),Ontario,Canada,200809,351642.0,Operating Grant,Operating Grants,Biomedical,Infection and Immunity,Confocal Microscopy; Lipid Biochemistry; Membrane Trafficking; Phosphoinositide Signaling; Pi3-Kinase; Salmonella Infection,"Some bacteria have the remarkable ability to invade our cells and replicate within them during infection.  Such bacteria use special toxins to alter the control systems of our cells.  These toxins cause drastic changes to the membranes of our cells, forcing them to internalize the bacteria and in the process providing them with a specialized compartment that allows the microorganisms to replicate inside our cells.  Salmonella, best known for its ability to cause 'food poisoning', is one type of bacteria that can parasitize our cells in this manner.  In this study we will examine how a Salmonella toxin, called SopB, can alter cellular membranes to invade our cells.  The membrane alterations caused by SopB are related to those that occur during other human diseases, including cancer, bipolar disorder and Type 2 diabetes.  Therefore these studies will provide a new fundamental understanding not only of bacterial infection but also of other human diseases, possibly allowing the development of new treatments.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171692&lang=en
171695,Functional amyloid formation by the chaplins of Streptomyces coelicolor,Elliot  Marie A,"Elliot, Marie A",McMaster University,Ontario,Canada,200809,586655.0,Operating Grant,Operating Grants,Biomedical,Infection and Immunity,Amyloid Fibre Formation; Protein Localization; Protein Secretion; Protein-Protein Interactions; Sortase; Streptomyces Development,"'Amyloids' are organized aggregations of proteins that are often associated with diseases like Alzheimer's, Parkinson's, and
rheumatoid arthritis. It had long been thought that amyloid formation was the result of interactions between proteins that had
folded incorrectly, and that these interactions were toxic to cells. New research, however, is showing that not all amyloids
are toxic, and that there exist 'functional amyloids'. These functional protein aggregates appear to play important roles in a
wide variety of biological systems, including skin pigmentation and microbial development/pathogenesis. Our work focuses
upon on one class of functional amyloids found in the bacterium Streptomyces coelicolor. The 'chaplin' proteins of S.
coelicolor interact to form amyloid fibres on the bacterial cell surface, and are critical for bacterial development. We are
working to understand how chaplin interaction is controlled, as it is thought that precise regulation of expression and
aggregation is a key factor in determining whether an amyloid is functional or toxic.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=171695&lang=en
